incident_id,equipment_id,date,problem,priority,description,type,cpu,ram_gb,storage,purchase_year,wear_percent,status
1697,341,2027-08-24,Синий экран,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 7,4,HDD 500GB,2019,37,Требует ремонта
1742,341,2027-10-08,Сбой питания,Высокий,Требуется замена комплектующих,ПК,Ryzen 7,4,HDD 500GB,2019,37,Требует ремонта
44,245,2023-02-13,Не работает интернет,Низкий,Требуется замена комплектующих,ПК,Ryzen 7,32,HDD 500GB,2017,47,Требует ремонта
284,245,2023-10-11,Сильные торможения,Высокий,Требуется замена комплектующих,ПК,Ryzen 7,32,HDD 500GB,2017,47,Требует ремонта
1028,245,2025-10-24,Перегрев,Средний,Необходима диагностика,ПК,Ryzen 7,32,HDD 500GB,2017,47,Требует ремонта
1337,245,2026-08-29,Сбой питания,Низкий,Проблема выявлена пользователем,ПК,Ryzen 7,32,HDD 500GB,2017,47,Требует ремонта
1634,245,2027-06-22,Сильные торможения,Средний,Необходима диагностика,ПК,Ryzen 7,32,HDD 500GB,2017,47,Требует ремонта
1900,245,2028-03-14,Сильные торможения,Высокий,Необходима диагностика,ПК,Ryzen 7,32,HDD 500GB,2017,47,Требует ремонта
45,433,2023-02-14,Синий экран,Низкий,Необходима диагностика,ПК,Ryzen 5,16,SSD 256GB,2020,38,Требует ремонта
1207,433,2026-04-21,Не работает интернет,Высокий,Проблема выявлена пользователем,ПК,Ryzen 5,16,SSD 256GB,2020,38,Требует ремонта
1380,433,2026-10-11,Синий экран,Средний,Требуется замена комплектующих,ПК,Ryzen 5,16,SSD 256GB,2020,38,Требует ремонта
1501,433,2027-02-09,Артефакты на экране,Средний,Необходима диагностика,ПК,Ryzen 5,16,SSD 256GB,2020,38,Требует ремонта
1899,433,2028-03-13,Сбой питания,Низкий,Требуется замена комплектующих,ПК,Ryzen 5,16,SSD 256GB,2020,38,Требует ремонта
46,192,2023-02-15,Сильные торможения,Высокий,Инцидент повторяется регулярно,Ноутбук,i7,8,HDD 500GB,2017,22,Требует ремонта
68,192,2023-03-09,Не загружается ОС,Низкий,Инцидент повторяется регулярно,Ноутбук,i7,8,HDD 500GB,2017,22,Требует ремонта
421,192,2024-02-25,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно,Ноутбук,i7,8,HDD 500GB,2017,22,Требует ремонта
1347,192,2026-09-08,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,Ноутбук,i7,8,HDD 500GB,2017,22,Требует ремонта
47,318,2023-02-16,Не загружается ОС,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,32,HDD 500GB,2019,78,Работает
1218,318,2026-05-02,Перегрев,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 7,32,HDD 500GB,2019,78,Работает
1448,318,2026-12-18,Не работает интернет,Средний,Необходима диагностика,Ноутбук,Ryzen 7,32,HDD 500GB,2019,78,Работает
1494,318,2027-02-02,Сильные торможения,Низкий,Требуется замена комплектующих,Ноутбук,Ryzen 7,32,HDD 500GB,2019,78,Работает
1652,318,2027-07-10,Синий экран,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,32,HDD 500GB,2019,78,Работает
48,106,2023-02-17,Артефакты на экране,Низкий,Проблема выявлена пользователем,Моноблок,i3,4,SSD 512GB,2016,93,Требует ремонта
1594,106,2027-05-13,Не работает интернет,Средний,Инцидент повторяется регулярно,Моноблок,i3,4,SSD 512GB,2016,93,Требует ремонта
49,363,2023-02-18,Сбой питания,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,32,SSD 512GB,2016,71,Требует ремонта
274,363,2023-10-01,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 7,32,SSD 512GB,2016,71,Требует ремонта
1701,363,2027-08-28,Сбой питания,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,32,SSD 512GB,2016,71,Требует ремонта
1726,363,2027-09-22,Сбой питания,Средний,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,32,SSD 512GB,2016,71,Требует ремонта
1873,363,2028-02-16,Артефакты на экране,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,32,SSD 512GB,2016,71,Требует ремонта
50,310,2023-02-19,Не работает интернет,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
381,310,2024-01-16,Проблемы с драйверами,Средний,Требуется замена комплектующих,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
746,310,2025-01-15,Перегрев,Средний,Необходима диагностика,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
770,310,2025-02-08,Синий экран,Средний,Требуется замена комплектующих,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
1272,310,2026-06-25,Не загружается ОС,Высокий,Необходима диагностика,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
1472,310,2027-01-11,Перегрев,Низкий,Необходима диагностика,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
1727,310,2027-09-23,Неисправность жесткого диска,Средний,Необходима диагностика,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
1938,310,2028-04-21,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 7,16,HDD 500GB,2019,68,Требует ремонта
